eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-0033723707,10.1016/S0360-1323(99)00057-8,S0360132399000578,,Classification for the room air conditioning strategies,ar,Article,Hagström K.,,Aalto University,Espoo,Finland,,,,,2000-11-01,1 November 2000,Building and Environment,03601323,26874,,Journal,35,8,,699-707,,,14,0,,,,,
2-s2.0-0033721737,10.1016/S0360-1323(99)00059-1,S0360132399000591,,The use of performance-based simulation tools for building design and evaluation: A Singapore perspective,ar,Article,Hien W.N.,,National University of Singapore,Singapore City,Singapore,,,,,2000-11-01,1 November 2000,Building and Environment,03601323,26874,,Journal,35,8,,709-736,,,45,0,,,,,
2-s2.0-0033705920,10.1016/S0360-1323(00)00015-9,S0360132300000159,,Investigating the effects of humidity and salt crystallisation on medieval masonry,ar,Article,Watt D.,,De Montfort University,Leicester,United Kingdom,,,,,2000-11-01,1 November 2000,Building and Environment,03601323,26874,,Journal,35,8,,737-749,,,39,0,,,,,
2-s2.0-0033684307,10.1016/S0360-1323(99)00042-6,S0360132399000426,,Evaluation of indoor air quality using the decibel concept based on carbon dioxide and TVOC,ar,Article,Jokl M.V.,,Czech Technical University in Prague,Prague,Czech Republic,,,,,2000-11-01,1 November 2000,Building and Environment,03601323,26874,,Journal,35,8,,677-697,,,71,0,,,,,
2-s2.0-0034118058,10.1016/S0360-1323(99)00049-9,S0360132399000499,,A dynamic mathematical model of a direct expansion (DX) water-cooled air-conditioning plant,ar,Article,Shiming D.,,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,603-613,,,43,0,,,,,
2-s2.0-0034083647,10.1016/S0360-1323(99)00029-3,S0360132399000293,,The influence of an architectural design alternative (transoms) on indoor air environment in conventional kitchens in Taiwan,ar,Article,Chiang C.M.,,National Cheng Kung University,Tainan,Taiwan,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,579-585,,,58,0,,,,,
2-s2.0-0034075152,10.1016/S0360-1323(99)00054-2,S0360132399000542,,A new and rational approach to modelling and designing potable water and electricity supply systems in African cities,ar,Article,Tatietse T.T.,,Lab. Amenagement Urbain-Ecl. P.,Yaounde,Cameroon,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,645-654,,,6,0,,,,,
2-s2.0-0033751643,10.1016/S0360-1323(99)00053-0,S0360132399000530,,Electrochemical method to assess the absorption of NaCl solutions in OPC and SRPC mortars,ar,Article,Sanjuán M.A.,,Imperial College London,London,United Kingdom,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,595-601,,,4,0,,,,,
2-s2.0-0033749108,10.1016/S0360-1323(99)00055-4,S0360132399000554,,Development of a daylight responsive dimming system and preliminary evaluation of system performance,ar,Article,Choi A.,,Sejong University,Seoul,South Korea,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,663-676,,,18,0,,,,,
2-s2.0-0033742716,10.1016/S0360-1323(99)00051-7,S0360132399000517,,TRNSHD - A program for shading and insolation calculations,ar,Article,Hiller M.D.E.,,UW-Madison College of Engineering,Madison,United States,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,633-644,,,28,0,,,,,
2-s2.0-0033742606,10.1016/S0360-1323(99)00041-4,S0360132399000414,,Grey model of direct solar radiation intensity on the horizontal plane for cooling loads calculation,ar,Article,Hu W.,,Hunan University,Changsha,China,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,587-593,,,22,0,,,,,
2-s2.0-0033742605,10.1016/S0360-1323(99)00050-5,S0360132399000505,,Temperatures in and under a slab-on-ground floor: Two- and three-dimensional numerical simulations and comparison with experimental data,ar,Article,Adjali M.H.,,University of Westminster,London,United Kingdom,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,655-662,,,41,0,,,,,
2-s2.0-0033734046,10.1016/S0360-1323(99)00052-9,S0360132399000529,,The development of a radon entry model for a house with a cellar,ar,Article,Wang F.,,The University of Sheffield,Sheffield,United Kingdom,,,,,2000-10-01,1 October 2000,Building and Environment,03601323,26874,,Journal,35,7,,615-631,,,29,0,,,,,
2-s2.0-0034106064,10.1016/S0360-1323(99)00032-3,S0360132399000323,,Model-based optimal control of VAV air-conditioning system using genetic algorithm,ar,Article,Wang S.,,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,471-487,,,242,0,,,,,
2-s2.0-0034068211,10.1016/S0360-1323(99)00045-1,S0360132399000451,,"Isothermal moisture flow in building materials:: Modelling, measurements and calculations based on Kirchhoff's potential",ar,Article,Arfvidsson J.,,Lunds Universitet,Lund,Sweden,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,519-536,,,36,0,,,,,
2-s2.0-0034033499,10.1016/S0360-1323(99)00033-5,S0360132399000335,,"Combined simulation of airflow, radiation and moisture transport for heat release from a human body",ar,Article,Murakami S.,,Institute of Industrial Science,Tokyo,Japan,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,489-500,,,191,0,,,,,
2-s2.0-0034029425,10.1016/S0360-1323(99)00044-X,S036013239900044X,,Influence of heat gains on heat recovery in a two-zone-industrial building with several available hot refuse flows,ar,Article,Bojić M.,,The Hong Kong Polytechnic University;Kragujevac University,Hong Kong;,Hong Kong;Serbia,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,511-517,,,1,0,,,,,
2-s2.0-0033901392,10.1016/S0360-1323(99)00040-2,S0360132399000402,,A study of personal exposure to nitrogen dioxide using passive samplers,ar,Article,Chao C.,,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,545-553,,,29,0,,,,,
2-s2.0-0033899450,10.1016/S0360-1323(99)00046-3,S0360132399000463,,Multicriteria optimisation of the building arrangement with application of numerical simulation,ar,Article,Klemm K.,,Lodz University of Technology,Lodz,Poland,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,537-544,,,27,0,,,,,
2-s2.0-0033887183,10.1016/S0360-1323(99)00043-8,S0360132399000438,,Evaluation of slope irradiance and illuminance models against measured Hong Kong data,ar,Article,Li D.,,City University of Hong Kong,Hong Kong,Hong Kong,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,501-509,,,49,0,,,,,
2-s2.0-0033873180,10.1016/S0360-1323(99)00048-7,S0360132399000487,,Survey and mitigation of occupational exposure of radon in workplaces,ar,Article,Korhonen P.,,Työterveyslaitos,Helsinki,Finland,,,,,2000-08-01,1 August 2000,Building and Environment,03601323,26874,,Journal,35,6,,555-562,,,13,0,,,,,
2-s2.0-0034127764,10.1016/S0360-1323(99)00034-7,S0360132399000347,,Numerical evaluation of thermal comfort in rooms with dynamic insulation,ar,Article,Gan G.,,University of Nottingham,Nottingham,United Kingdom,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,445-453,,,55,0,,,,,
2-s2.0-0034085781,10.1016/S0360-1323(99)00038-4,S0360132399000384,,A rational method for the distribution of nodes in modelling of transient heat conduction in plane slabs,ar,Article,Tuomaala P.,,Teknologian Tutkimuskeskus VTT,Espoo,Finland,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,397-406,,,15,0,,,,,
2-s2.0-0034077720,10.1016/S0360-1323(99)00036-0,S0360132399000360,,Enhanced particle loss in ventilation duct with ribbed surface,ar,Article,Lai A.C.K.,,"University of California, Berkeley",Berkeley,United States,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,425-432,,,24,0,,,,,
2-s2.0-0034032215,10.1016/S0360-1323(99)00035-9,S0360132399000359,,Benchmarking the energy efficiency and greenhouse gases emissions of school buildings in central Argentina,ar,Article,Filippín C.,,Consejo Nacional de Investigaciones Científicas y Técnicas,Buenos Aires,Argentina,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,407-414,,,122,0,,,,,
2-s2.0-0034031743,10.1016/S0360-1323(99)00027-X,S036013239900027X,,Modelling natural convection in a heated vertical channel for room ventilation,ar,Article,Rodrigues A.M.,,Instituto Superior Técnico,Lisbon,Portugal,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,455-469,,,67,0,,,,,
2-s2.0-0034031742,10.1016/S0360-1323(99)00037-2,S0360132399000372,,Influence of rift and bedding plane on the physico-mechanical properties of granitic rocks. Implications for the deterioration of granitic monuments,ar,Article,Rivas T.,,Facultade de Farmacia,Santiago de Compostela,Spain,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,387-396,,,16,0,,,,,
2-s2.0-0034031741,10.1016/S0360-1323(99)00028-1,S0360132399000281,,Modelling air infiltration due to wind fluctuations - A review,ar,Article,Haghighat F.,,Concordia University,Montreal,Canada,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,377-385,,,61,0,,,,,
2-s2.0-0033895978,10.1016/S0360-1323(99)00039-6,S0360132399000396,,Controlling the transmission of radiant energy through windows: A novel ventilated reversible glazing system,ar,Article,Etzion Y.,,Ben-Gurion University of the Negev,Beer-Sheva,Israel,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,433-444,,,55,0,,,,,
2-s2.0-0033895977,10.1016/S0360-1323(99)00031-1,S0360132399000311,,"The influence of high temperature curing on the compressive, tensile and flexural strength of pulverized fuel ash concrete",ar,Article,Balendran R.V.,,City University of Hong Kong,Hong Kong,Hong Kong,,,,,2000-07-01,1 July 2000,Building and Environment,03601323,26874,,Journal,35,5,,415-423,,,33,0,,,,,
2-s2.0-0034068295,10.1016/S0360-1323(99)00021-9,S0360132399000219,,Unsteady flow effects due to fluctuating wind pressures in natural ventilation design - Instantaneous flow rates,ar,Article,Etheridge D.W.,,University of Nottingham,Nottingham,United Kingdom,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,321-337,,,48,0,,,,,
2-s2.0-0034028848,10.1016/S0360-1323(99)00020-7,S0360132399000207,,Characteristics of permeable pavement during hot summer weather and impact on the thermal environment,ar,Article,Asaeda T.,,Saitama University,Saitama,Japan,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,363-375,,,158,0,,,,,
2-s2.0-0034025601,10.1016/S0360-1323(99)00024-4,S0360132399000244,,Assessing the cost effectiveness of an environmental assessment scheme,ar,Article,Chau C.,,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,307-320,,,30,0,,,,,
2-s2.0-0033902873,10.1016/S0360-1323(99)00026-8,S0360132399000268,,De-Light: A software tool for the evaluation of direct daylighting illuminances both indoors and outdoors - Comparison with Superlite 2.0 and Lumen Micro 7.1.,ar,Article,Bellia L.,,Università degli Studi di Napoli Federico II,Naples,Italy,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,281-295,,,9,0,,,,,
2-s2.0-0033881241,10.1016/S0360-1323(99)00025-6,S0360132399000256,,The effect of ceiling insulation on indoor comfort,ar,Article,Taylor P.,,University of Pretoria,Pretoria,South Africa,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,339-346,,,20,0,,,,,
2-s2.0-0033881132,10.1016/S0360-1323(99)00019-0,S0360132399000190,,Radiative cooling of buildings with flat-plate solar collectors,ar,Article,Erell E.,,Ben-Gurion University of the Negev,Beer-Sheva,Israel,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,297-305,,,108,0,,,,,
2-s2.0-0033881131,10.1016/S0360-1323(99)00023-2,S0360132399000232,,Building simulation: An overview of developments and information sources,ar,Article,Hong T.,,National University of Singapore,Singapore City,Singapore,,,,,2000-05-01,1 May 2000,Building and Environment,03601323,26874,,Journal,35,4,,347-361,,,218,0,,,,,
2-s2.0-0034097077,10.1016/S0360-1323(99)00012-8,S0360132399000128,,Buoyancy-driven natural ventilation in a thermally stratified one-zone building,ar,Article,Li Y.,,Commonwealth Scientific and Industrial Research Organisation,Canberra,Australia,,,,,2000-04-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,207-214,,,106,0,,,,,
2-s2.0-0034092153,10.1016/S0360-1323(99)00017-7,S0360132399000177,,Environmental concerns for construction growth in Gaza Strip,ar,Article,Enshassi A.,,Islamic University of Gaza,Palestine,Israel,,,,,2000-04-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,273-279,,,13,0,,,,,
2-s2.0-0034091748,10.1016/S0360-1323(99)00018-9,S0360132399000189,,A transient technique for determining diffusion coefficients in hygroscopic materials,ar,Article,Arfvidsson J.,,Lunds Universitet,Lund,Sweden,,,,,2000-04-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,239-249,,,14,0,,,,,
2-s2.0-0033992361,10.1016/S0360-1323(99)00007-4,S0360132399000074,,Unsteady flow effects due to fluctuating wind pressures in natural ventilation design - mean flow rates,ar,Article,Etheridge D.W.,,University of Nottingham,Nottingham,United Kingdom,,,,,2000-02-01,February 2000,Building and Environment,03601323,26874,,Journal,35,2,,111-133,,,54,0,,,,,
2-s2.0-0033992321,10.1016/S0360-1323(99)00009-8,S0360132399000098,,Carbonation of concretes in the Mexican Gulf,ar,Article,Castro P.,,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,Mexico,Mexico,,,,,2000-02-01,February 2000,Building and Environment,03601323,26874,,Journal,35,2,,145-149,,,42,0,,,,,
2-s2.0-0343415764,10.1016/S0360-1323(98)00059-6,S0360132398000596,,Housing paradoxes in India: Is there a solution?,ar,Article,Tiwari P.,,"Housing Development Finance Corporation Limited, Mumbai",Mumbai,India,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,59-75,,,11,0,,,,,
2-s2.0-0342546048,10.1016/S0360-1323(99)00003-7,S0360132399000037,,Interlaboratory comparison experiment on the determination of formaldehyde emitted from mineral wool board using small test chambers,ar,Article,Wiglusz R.,,Akademickie Centrum Medycyny Morskiej i Tropikalnej,Gdynia,Poland,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,53-57,,,18,0,,,,,
2-s2.0-0141887711,10.1016/S0360-1323(98)00067-5,S0360132398000675,,Energy analysis of commercial buildings in subtropical climates,ar,Article,Lam J.C.,,City University of Hong Kong,Hong Kong,Hong Kong,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,19-26,,,153,0,,,,,
2-s2.0-0039765162,10.1016/S0360-1323(98)00069-9,S0360132398000699,,Energy conscious dwelling design for Ankara,ar,Article,Demirbilek F.,,Middle East Technical University (METU),Ankara,Turkey,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,33-40,,,13,0,repositoryam,Green,,,
2-s2.0-0039182041,10.1016/S0360-1323(99)00015-3,S0360132399000153,,Pressure equalization of rainscreen walls: A critical review,ar,Article,Suresh Kumar K.,,Faculty of Architecture,Eindhoven,Netherlands,,,,,2000-01-01,February 2000,Building and Environment,03601323,26874,,Journal,35,2,,161-179,,,38,0,,,,,
2-s2.0-0034102746,10.1016/S0360-1323(99)00047-5,S0360132399000475,,A systematic approach to describe the air terminal device in CFD simulation for room air distribution analysis,ar,Article,Huo Y.,,Concordia University,Montreal,Canada,,,,,2000-01-01,2000,Building and Environment,03601323,26874,,Journal,35,6,,563-576,,,53,0,,,,,
2-s2.0-0034092499,10.1016/S0360-1323(99)00022-0,S0360132399000220,,Building cladding air pressure equalisation investigations - Comparison between field results and a numerical model,ar,Article,Burgess J.C.,,Building Research Association of New Zealand Inc.,Porirua,New Zealand,,,,,2000-01-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,251-256,,,7,0,,,,,
2-s2.0-0034051108,10.1016/S0360-1323(99)00006-2,S0360132399000062,,The grassroots of planning in insular contexts: Al<sup>c</sup>kas village in the highlands of southwestern Saudi Arabia,ar,Article,Saleh M.,,King Saud University,Riyadh,Saudi Arabia,,,,,2000-01-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,257-272,,,1,0,,,,,
2-s2.0-0034008868,10.1016/S0360-1323(99)00011-6,S0360132399000116,,Prediction of natural ventilation in buildings with large openings,ar,Article,Li Y.,,Commonwealth Scientific and Industrial Research Organisation,Canberra,Australia,,,,,2000-01-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,191-206,,,102,0,,,,,
2-s2.0-0033992189,10.1016/S0360-1323(99)00004-9,S0360132399000049,,Simultaneous control of particle contamination and VOC pollution under different operating conditions of a mini-environment that contains a coating process,ar,Article,Chuah Y.K.,,National Taipei University of Technology,Taipei,Taiwan,,,,,2000-01-01,2000,Building and Environment,03601323,26874,,Journal,35,2,356,91-99,,,18,0,,,,,
2-s2.0-0033908366,10.1016/S0360-1323(99)00008-6,S0360132399000086,,Reusing timber formwork: Importance of workmen's efficiency and attitude,ar,Article,Ling Y.Y.,,National University of Singapore,Singapore City,Singapore,,,,,2000-01-01,February 2000,Building and Environment,03601323,26874,,Journal,35,2,,135-143,,,41,0,,,,,
2-s2.0-0033905380,10.1016/S0360-1323(99)00005-0,S0360132399000050,,A method for measuring internal diffusion and equilibrium partition coefficients of volatile organic compounds for building materials,ar,Article,Bodalal A.,,Carleton University,Ottawa,Canada,,,,,2000-01-01,February 2000,Building and Environment,03601323,26874,,Journal,35,2,,101-110,,,134,0,,,,,
2-s2.0-0033898680,10.1016/S0360-1323(98)00065-1,S0360132398000651,,A method for optimisation of wind discomfort criteria,ar,Article,Bottema M.,,"Laboratoire de Recherche en Hydrodynamique, Énergétique et Environnement Atmosphérique;Rijksuniversiteit Groningen",Nantes;Groningen,France;Netherlands,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,1-18,,,55,0,,,,,
2-s2.0-0033895874,10.1016/S0360-1323(99)00014-1,S0360132399000141,,A dynamic method to estimate indoor dust sink and source,ar,Article,Chen Y.C.,,Environmental Engineer,Fayetteville,United States,,,,,2000-01-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,215-221,,,25,0,,,,,
2-s2.0-0033895873,10.1016/S0360-1323(99)00010-4,S0360132399000104,,A neural-network-based experimental technique for determining z-transfer function coefficients of a building envelope,ar,Article,Chen Y.,,Hunan University,Changsha,China,,,,,2000-01-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,181-189,,,32,0,,,,,
2-s2.0-0033888509,10.1016/S0360-1323(99)00002-5,S0360132399000025,,Thermal performance optimization of building aspect ratio and south window size in five cities having different climatic characteristics of Turkey,ar,Article,Inanici M.N.,,Middle East Technical University (METU),Ankara,Turkey,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,41-52,,,106,0,,,,,
2-s2.0-0033881161,10.1016/S0360-1323(99)00016-5,S0360132399000165,,Tools and methods for environmental assessment of building products - Methodological analysis of six selected approaches,ar,Article,Jönsson A.,,Chalmers University of Technology,Gothenburg,Sweden,,,,,2000-01-01,April 2000,Building and Environment,03601323,26874,,Journal,35,3,,223-238,,,50,0,,,,,
2-s2.0-0033877046,10.1016/S0360-1323(99)00013-X,S036013239900013X,,Linear programming optimization of heat distribution in a district-heating system by valve adjustments and substation retrofit,ar,Article,Bojic M.,,University of Kragujevac,Kragujevac,Serbia,,,,,2000-01-01,February 2000,Building and Environment,03601323,26874,,Journal,35,2,,151-159,,,41,0,,,,,
2-s2.0-0033401230,10.1016/S0360-1323(98)00066-3,S0360132398000663,,Report on thermal comfort and building energy studies in Jakarta - Indonesia,ar,Article,Karyono T.,,Badan Pengkajian dan Penerapan Teknologi,Central Jakarta,Indonesia,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,77-90,,,188,0,,,,,
2-s2.0-0033382984,10.1016/S0360-1323(98)00068-7,S0360132398000687,,An innovative analysis and experimental investigation on energy savings of a VAV system in hot and humid climates,ar,Article,Yang K.H.,,National Sun Yat-Sen University,Kaohsiung,Taiwan,,,,,2000-01-01,January 2000,Building and Environment,03601323,26874,,Journal,35,1,,27-31,,,14,0,,,,,
2-s2.0-0035576166,10.1016/S0360-1323(00)00078-0,S0360132300000780,,Numerical simulation of VOC emissions from dry materials,ar,Article,Yang X.,,University of Miami College of Engineering;Massachusetts Institute of Technology,Coral Gables;Cambridge,United States;United States,,,,,2001-12-01,December 2001,Building and Environment,03601323,26874,,Journal,36,10,,1099-1107,,,174,0,,,,,
2-s2.0-0035576032,10.1016/S0360-1323(00)00080-9,S0360132300000809,,An open GIS framework for recording and analysing post-occupancy changes in residential buildings - A climate-related case study,ar,Article,Etzion Y.,,Ben-Gurion University of the Negev,Beer-Sheva,Israel,,,,,2001-12-01,December 2001,Building and Environment,03601323,26874,,Journal,36,10,,1075-1090,,,15,0,,,,,
2-s2.0-0035575805,10.1016/S0360-1323(00)00056-1,S0360132300000561,,Energy efficiency and building construction in India,ar,Article,Tiwari P.,,University of Tsukuba,Tsukuba,Japan,,,,,2001-12-01,December 2001,Building and Environment,03601323,26874,,Journal,36,10,,1127-1135,,,69,0,,,,,
2-s2.0-0035575756,10.1016/S0360-1323(00)00054-8,S0360132300000548,,Building houses with local materials: Means to drastically reduce the environmental impact of construction,ar,Article,Morel J.C.,,Ecole Nationale des Travaux Publics de l'Etat,Vaulx-en-Velin,France,,,,,2001-12-01,December 2001,Building and Environment,03601323,26874,,Journal,36,10,,1119-1126,,,450,0,,,,,
2-s2.0-0035575755,10.1016/S0360-1323(00)00076-7,S0360132300000767,,Effect of strength deterioration on inelastic seismic torsional behaviour of asymmetric RC buildings,ar,Article,Dutta S.C.,,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,India,,,,,2001-12-01,1 December 2001,Building and Environment,03601323,26874,,Journal,36,10,,1109-1118,,,22,0,,,,,
2-s2.0-0035575708,10.1016/S0360-1323(00)00087-1,S0360132300000871,,Assessment of velocity fields in the vicinity of rectangular exhaust hood openings,ar,Article,Cascetta F.,,Università degli Studi di Napoli Federico II,Naples,Italy,,,,,2001-12-01,December 2001,Building and Environment,03601323,26874,,Journal,36,10,,1137-1141,,,28,0,,,,,
2-s2.0-0035501656,10.1016/S0360-1323(00)00073-1,S0360132300000731,,Development and validation of a zonal model - POMA,ar,Article,Haghighat F.,,Concordia University,Montreal,Canada,,,,,2001-11-01,November 2001,Building and Environment,03601323,26874,,Journal,36,9,,1039-1047,,,87,0,,,,,
2-s2.0-0035501647,10.1016/S0360-1323(00)00051-2,S0360132300000512,,Effect of ventilation pattern on room air and contaminant distribution,ar,Article,Chung K.C.,,National Yunlin University of Science and Technology,Douliou,Taiwan,,,,,2001-11-01,November 2001,Building and Environment,03601323,26874,,Journal,36,9,,989-998,,,117,0,,,,,
2-s2.0-0035501610,10.1016/S0360-1323(00)00042-1,S0360132300000421,,Thermal properties of a variable cavity wall,ar,Article,Aviram D.P.,,Kingston University,Kingston Upon Thames,United Kingdom,,,,,2001-11-01,November 2001,Building and Environment,03601323,26874,,Journal,36,9,,1057-1072,,,43,0,,,,,
2-s2.0-0035501609,10.1016/S0360-1323(00)00053-6,S0360132300000536,,Theoretical and experimental FUZZY modelling of building thermal dynamic response,ar,Article,Škrjanc I.,,Univerza v Ljubljani,Ljubljana,Slovenia,,,,,2001-11-01,November 2001,Building and Environment,03601323,26874,,Journal,36,9,,1023-1038,,,44,0,,,,,
2-s2.0-0035501608,10.1016/S0360-1323(00)00079-2,S0360132300000792,,A physical study of plumbing life cycle in apartment houses,ar,Article,Cheng C.,,National Taiwan University of Science and Technology,Taipei,Taiwan,,,,,2001-11-01,November 2001,Building and Environment,03601323,26874,,Journal,36,9,,1049-1056,,,7,0,,,,,
2-s2.0-0035501568,10.1016/S0360-1323(00)00057-3,S0360132300000573,,Comparison between indoor and outdoor air contaminant levels in residential buildings from passive sampler study,ar,Article,Chao C.,,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,,,,,2001-11-01,November 2001,Building and Environment,03601323,26874,,Journal,36,9,,999-1007,,,59,0,,,,,
2-s2.0-0035479339,10.1016/S0360-1323(00)00049-4,S0360132300000494,,Siphonic roof drainage system analysis utilising unsteady flow theory,ar,Article,Arthur S.,,Heriot-Watt University,Edinburgh,United Kingdom,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,939-948,,,21,0,,,,,
2-s2.0-0035479280,10.1016/S0360-1323(00)00046-9,S0360132300000469,,Airflow measurements for balancing of air distribution systems - Tracer-gas technique as an alternative?,ar,Article,Cheong K.,,National University of Singapore,Singapore City,Singapore,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,955-964,,,30,0,,,,,
2-s2.0-0035479279,10.1016/S0360-1323(00)00047-0,S0360132300000470,,Curing characteristics and elastic recovery of sealants,ar,Article,Chew M.Y.L.,,National University of Singapore,Singapore City,Singapore,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,925-929,,,10,0,,,,,
2-s2.0-0035479176,10.1016/S0360-1323(00)00055-X,S036013230000055X,,Different degrees of stone decay on the inner and outer walls of a Cloister,ar,Article,Iñigo A.,,Universidad de Salamanca,Salamanca,Spain,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,911-917,,,14,0,,,,,
2-s2.0-0035479173,10.1016/S0360-1323(00)00050-0,S0360132300000500,,Spatial characteristics of southeast Australian housing linked with allergic complaint,ar,Article,Robertson H.,,The Royal Institute of Technology (KTH),Stockholm,Sweden,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,931-937,,,2,0,,,,,
2-s2.0-0035479167,10.1016/S0360-1323(00)00082-2,S0360132300000822,,Evaluation of priorities for repairing in moisture-damaged school buildings in Finland,ar,Article,Lappalainen S.,,Työterveyslaitos,Helsinki,Finland,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,981-986,,,22,0,,,,,
2-s2.0-0035479066,10.1016/S0360-1323(00)00048-2,S0360132300000482,,Influence of practical curing methods on evaporation of water from freshly placed concrete in hot climates,ar,Article,McCarter W.,,Heriot-Watt University,Edinburgh,United Kingdom,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,919-924,,,23,0,,,,,
2-s2.0-0035479041,10.1016/S0360-1323(00)00045-7,S0360132300000457,,Carbonation resistance of one industrial mortar used as a concrete coating,ar,Article,Sanjuán M.A.,,Instituto Español del Cemento y sus Aplicaciones,Madrid,Spain,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,949-953,,,48,1,publisherfree2read,Bronze,,,
2-s2.0-0035479035,10.1016/S0360-1323(00)00038-X,S036013230000038X,,"Environmental cognition in the vernacular landscape: Assessing the aesthetic quality of Al-Alkhalaf village, Southwestern Saudi Arabia",ar,Article,Eben Saleh M.A.,,King Saud University,Riyadh,Saudi Arabia,,,,,2001-10-01,October 2001,Building and Environment,03601323,26874,,Journal,36,8,,965-979,,,14,0,,,,,
