eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85042768303,10.1016/j.buildenv.2018.02.042,S0360132318301148,,"Mapping sky, tree, and building view factors of street canyons in a high-density urban environment",ar,Article,Gong F.Y.,,Massachusetts Institute of Technology;Chinese University of Hong Kong,Cambridge;Hong Kong,United States;Hong Kong,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,155-167,,,237,0,,,,,
2-s2.0-85042765771,10.1016/j.buildenv.2018.02.023,S0360132318300969,,Spatial-aware source estimation in building downwash environments,ar,Article,Gu J.,,Cornell University College of Engineering,Ithaca,United States,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,146-154,,,3,1,publisherhybridgold,Hybrid Gold,,,
2-s2.0-85042764573,10.1016/j.buildenv.2018.02.029,S036013231830101X,,Experimental study on airflow characteristics with asymmetrical heat load distribution and low-momentum diffuse ceiling ventilation,ar,Article,Lestinen S.,,Aalto University,Espoo,Finland,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,168-180,,,25,0,,,,,
2-s2.0-85042683222,10.1016/j.buildenv.2018.01.019,S0360132318300313,,Luminance distribution projection method for reducing glare and solving object-floodlighting certification problems,ar,Article,Słomiński S.,,Politechnika Warszawska,Warsaw,Poland,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,87-101,,,22,0,,,,,
2-s2.0-85042679597,10.1016/j.buildenv.2018.02.033,S0360132318301057,,External validations of a non-obtrusive practical method to measure personal lighting conditions in offices,ar,Article,van Duijnhoven J.,,Technische Universiteit Eindhoven,Eindhoven,Netherlands,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,74-86,,,9,1,repositoryam,Green,,,
2-s2.0-85042663761,10.1016/j.buildenv.2018.02.026,S0360132318300982,,Assessing the airtightness performance of container houses in relation to its effect on energy efficiency,ar,Article,Tanyer A.M.,,Middle East Technical University (METU),Ankara,Turkey,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,59-73,,,37,0,,,,,
2-s2.0-85042651414,10.1016/j.buildenv.2018.02.032,S0360132318301045,,Field measurements of hygrothermal performance of attics in extreme cold climates,ar,Article,Ge H.,,Concordia University,Montreal,Canada,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,114-130,,,9,0,,,,,
2-s2.0-85042639094,10.1016/j.buildenv.2018.02.036,S0360132318301082,,A study on pupils’ learning performance and thermal comfort of primary schools in China,ar,Article,Jiang J.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,102-113,,,114,0,,,,,
2-s2.0-85042633931,10.1016/j.buildenv.2018.02.030,S0360132318301021,,Proof-of-concept of a questionnaire to understand occupants’ comfort and energy behaviours: First results on home occupant archetypes,ar,Article,Ortiz M.A.,,Faculteit Bouwkunde van de TU Delft,Delft,Netherlands,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,47-58,,,28,1,repositoryvor,Green,,,
2-s2.0-85042627203,10.1016/j.buildenv.2018.02.038,S0360132318301100,,Hygric properties of porous building materials (III): Impact factors and data processing methods of the capillary absorption test,ar,Article,Feng C.,,China Academy of Building Research;KU Leuven,Beijing;Leuven,China;Belgium,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,21-34,,,63,0,repositoryam,Green,,,
2-s2.0-85042619543,10.1016/j.buildenv.2018.02.034,S0360132318301069,,Characterization and thermal performance evaluation of infrared reflective coatings compatible with historic buildings,ar,Article,Becherini F.,,Consiglio Nazionale delle Ricerche,Rome,Italy,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,35-46,,,41,0,repositoryvor,Green,,,
2-s2.0-85042596666,10.1016/j.buildenv.2018.02.037,S0360132318301094,,The CPMV index for evaluating indoor thermal comfort in buildings with solar radiation,ar,Article,Zhang H.,,Tianjin University,Tianjin,China,,,,,2018-04-15,15 April 2018,Building and Environment,03601323,26874,,Journal,134,,,1-9,,,55,0,,,,,
2-s2.0-85044680175,10.1016/j.buildenv.2018.02.005,S0360132318300714,,Field study on adaptive thermal comfort in typical air conditioned classrooms,ar,Article,Fang Z.,,Guangzhou University,Guangzhou,China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,73-82,,,83,0,repositoryvor,Green,,,
2-s2.0-85044645747,10.1016/j.buildenv.2018.02.009,S0360132318300751,,Field investigation on characteristics of passenger flow in a Chinese hub airport terminal,ar,Article,Liu X.,,Tsinghua University,Beijing,China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,51-61,,,44,0,,,,,
2-s2.0-85044634623,10.1016/j.buildenv.2018.02.011,S0360132318300775,,Impacts of humidification process on indoor thermal comfort and air quality using portable ultrasonic humidifier,ar,Article,Feng Z.,,Guangzhou University;Soochow University,Guangzhou;Suzhou,China;China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,62-72,,,73,0,,,,,
2-s2.0-85044626469,10.1016/j.buildenv.2018.02.018,S0360132318300842,,"Comparison study on air flow and particle dispersion in a typical room with floor, skirt boarding, and radiator heating systems",ar,Article,Dehghan M.H.,,Graduate University of Advanced Technology,Kerman,Iran,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,161-177,,,38,0,,,,,
2-s2.0-85044386077,10.1016/j.buildenv.2018.02.021,S0360132318300878,,A systematic review of human perceptual dimensions of sound: Meta-analysis of semantic differential method applications to indoor and outdoor sounds,re,Review,Ma K.,,The University of Hong Kong,Hong Kong,Hong Kong,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,123-150,,,69,0,repositoryam,Green,,,
2-s2.0-85044366300,10.1016/j.buildenv.2018.02.008,S036013231830074X,,A study on influential factors of occupant window-opening behavior in an office building in China,ar,Article,Pan S.,,Beijing University of Technology,Beijing,China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,41-50,,,100,0,repositoryam,Green,,,
2-s2.0-85044365299,10.1016/j.buildenv.2018.02.012,S0360132318300787,,Green building evaluation system implementation,ar,Article,Ding Z.,,Shenzhen University,Shenzhen,China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,32-40,,,169,1,publisherfree2read,Bronze,,,
2-s2.0-85044359176,10.1016/j.buildenv.2018.01.042,S036013231830060X,,"Indoor temperature, relative humidity and CO<inf>2</inf> levels assessment in academic buildings with different heating, ventilation and air-conditioning systems",ar,Article,Asif A.,,School of Civil and Environmental Engineering,Islamabad,Pakistan,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,83-90,,,83,0,,,,,
2-s2.0-85044355962,10.1016/j.buildenv.2018.02.007,S0360132318300738,,How green building rating systems affect designing green,ar,Article,He Y.,,University of Melbourne;Chongqing University,Melbourne;Chongqing,Australia;China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,19-31,,,110,0,,,,,
2-s2.0-85044347658,10.1016/j.buildenv.2018.02.013,S0360132318300799,,"Dermal exposure to phthalates in home environment: Handwipes, influencing factors and implications",ar,Article,Bu Z.,,Chongqing University;Zhejiang University of Science and Technology,Chongqing;Hangzhou,China;China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,1-7,,,21,0,,,,,
2-s2.0-85044346588,10.1016/j.buildenv.2018.02.015,S0360132318300817,,Adaptive-model predictive control of electronic expansion valves with adjustable setpoint for evaporator superheat minimization,ar,Article,Tesfay M.,,UNL College of Engineering,Lincoln,United States,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,151-160,,,24,0,,,,,
2-s2.0-85044344235,10.1016/j.buildenv.2018.02.014,S0360132318300805,,"Influence of outdoor and indoor microclimate on human thermal adaptation in winter in the severe cold area, China",ar,Article,Wang Z.,,Harbin Institute of Technology,Harbin,China,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,91-102,,,35,0,,,,,
2-s2.0-85044343159,10.1016/j.buildenv.2018.02.010,S0360132318300763,,An experimental study on using a mass radiant floor with geothermal system as thermal battery of the building,ar,Article,Tahersima M.,,315 Advanced Technology Research Center,Stillwater,United States,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,8-18,,,19,0,,,,,
2-s2.0-85042943821,10.1016/j.buildenv.2018.02.017,S0360132318300830,,Sustainable social housing: The comparison of the Mexican funding program for housing solutions and building sustainability rating systems,ar,Article,Saldaña-Márquez H.,,Universitat Politècnica de Catalunya,Barcelona,Spain,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,103-122,,,37,0,,,,,
2-s2.0-85042657801,10.1016/j.buildenv.2017.12.010,S0360132317305760,,"Case study of an advanced integrated comfort control algorithm with cooling, ventilation, and humidification systems based on occupancy status",ar,Article,Kim S.H.,,Dankook University,Seoul,South Korea,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,246-264,,,45,0,,,,,
2-s2.0-85042596905,10.1016/j.buildenv.2018.01.038,S0360132318300507,,Cost-effective envelope optimisation for social housing in Brazil's moderate climates zones,ar,Article,Tubelo R.,,University of Nottingham,Nottingham,United Kingdom,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,213-227,,,24,0,,,,,
2-s2.0-85042589453,10.1016/j.buildenv.2018.02.016,S0360132318300829,,Requirements for applying LCA-based environmental impact assessment tools in the early stages of building design,ar,Article,Meex E.,,Universiteit Hasselt,Hasselt,Belgium,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,228-236,,,192,0,,,,,
2-s2.0-85042583078,10.1016/j.buildenv.2018.02.022,S036013231830088X,,Design and construction of a non-linear model predictive controller for building's cooling system,ar,Article,Erfani A.,,Sharif University of Technology,Tehran,Iran,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,237-245,,,20,0,,,,,
2-s2.0-85042442049,10.1016/j.buildenv.2018.02.025,S0360132318300970,,Modelling and analysis of unsolicited temperature setpoint change requests in office buildings,ar,Article,Gunay H.B.,,Carleton University,Ottawa,Canada,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,203-212,,,47,0,,,,,
2-s2.0-85042314336,10.1016/j.buildenv.2018.02.020,S0360132318300866,,Thermal and moisture monitoring of an internally insulated historic brick wall,ar,Article,Walker R.,,Trinity College Dublin,Dublin,Ireland,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,178-186,,,38,0,,,,,
2-s2.0-85042283429,10.1016/j.buildenv.2018.02.024,S0360132318300957,,Post-occupancy evaluation: State-of-the-art analysis and state-of-the-practice review,re,Review,Li P.,,The University of British Columbia,Vancouver,Canada,,,,,2018-04-01,April 2018,Building and Environment,03601323,26874,,Journal,133,,,187-202,,,246,0,repositoryam,Green,,,
2-s2.0-85056246592,10.1016/j.buildenv.2018.01.024,S0360132318300362,,"Airtightness of electrical, mechanical and architectural components in South Korean apartment buildings using the fan pressurization and tracer gas method",ar,Article,Hong G.,,Seoul Housing and Communities Corporation,Seoul,South Korea,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,21-29,,,15,0,,,,,
2-s2.0-85056218735,10.1016/j.buildenv.2018.02.002,S0360132318300684,,Microbial volatile organic compounds and dampness in 60 houses of East Japan,ar,Article,Shinohara N.,,National Institute of Advanced Industrial Science and Technology,Tsukuba,Japan,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,338-344,,,6,0,,,,,
2-s2.0-85054036819,10.1016/j.buildenv.2018.01.031,S036013231830043X,,A systematic workflow for retrofitting office façades with large window-to-wall ratios based on automatic control and building simulations,ar,Article,Bueno B.,,Fraunhofer Institute for Solar Energy Systems ISE,Freiburg im Breisgau,Germany,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,104-113,,,28,0,repositoryam,Green,,,
2-s2.0-85053076089,10.1016/j.buildenv.2018.01.033,S0360132318300453,,Study on a fan coil unit and chiller by an intelligent control method with a stepless variable speed driving technology,ar,Article,Chuang H.,,National Taipei University of Technology,Taipei,Taiwan,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,137-146,,,9,0,,,,,
2-s2.0-85050219532,10.1016/j.buildenv.2018.01.029,S0360132318300416,,Optimized design of low-rise commercial buildings under various climates – Energy performance and passive cooling strategies,ar,Article,Lapisa R.,,Universitas Negeri Padang;La Rochelle Université,Padang;La Rochelle,Indonesia;France,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,83-95,,,73,0,,,,,
2-s2.0-85049741834,10.1016/j.buildenv.2018.01.040,S0360132318300581,,Simulating occupants’ impact on building energy performance at different spatial scales,ar,Article,Gilani S.,,Carleton University,Ottawa,Canada,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,327-337,,,56,0,,,,,
2-s2.0-85048524176,10.1016/j.buildenv.2018.01.028,S0360132318300404,,Influence of domestic and environmental weathering in the self-cleaning performance and durability of TiO<inf>2</inf> photocatalytic coatings,ar,Article,Cedillo-González E.I.,,Universidad Autónoma de Nuevo León;Università degli Studi di Modena e Reggio Emilia,San Nicolas de los Garza;Modena,Mexico;Italy,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,96-103,,,14,0,,,,,
2-s2.0-85044677140,10.1016/j.buildenv.2018.01.037,S0360132318300490,,Synergies and trade-offs between energy efficiency and resiliency to extreme heat – A case study,ar,Article,Baniassadi A.,,Ira A. Fulton Schools of Engineering,Tempe,United States,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,263-272,,,44,1,publisherhybridgold,Hybrid Gold,,,
2-s2.0-85044671285,10.1016/j.buildenv.2018.01.030,S0360132318300428,,Air change rates at night in northeast Chinese homes,ar,Article,Hou J.,,Tianjin University,Tianjin,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,273-281,,,68,0,,,,,
2-s2.0-85044671002,10.1016/j.buildenv.2018.01.035,S0360132318300477,,A zonal model for assessing street canyon air temperature of high-density cities,ar,Article,Liang W.,,Nanjing University;The University of Hong Kong,Nanjing;Hong Kong,China;Hong Kong,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,160-169,,,45,0,repositoryam,Green,,,
2-s2.0-85044667781,10.1016/j.buildenv.2018.01.006,S0360132318300064,,Physiological and cognitive performance of exposure to biophilic indoor environment,ar,Article,Yin J.,,Harvard T.H. Chan School of Public Health;Harvard University,Boston;Cambridge,United States;United States,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,255-262,,,236,0,,,,,
2-s2.0-85044665656,10.1016/j.buildenv.2018.01.039,S0360132318300519,,Human-building interaction at work: Findings from an interdisciplinary cross-country survey in Italy,ar,Article,D'Oca S.,,Lawrence Berkeley National Laboratory,Berkeley,United States,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,147-159,,,39,1,repositoryam,Green,,,
2-s2.0-85044661867,10.1016/j.buildenv.2018.02.006,S0360132318300726,,Study of the shape optimization of a tee guide vane in a ventilation and air-conditioning duct,ar,Article,Gao R.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,345-356,,,55,0,,,,,
2-s2.0-85044658901,10.1016/j.buildenv.2018.01.027,S0360132318300398,,Experimental and numerical study on mean pressure distributions around an isolated gable roof building with and without openings,ar,Article,Xing F.,,Faculty of Engineering,Sydney,Australia,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,30-44,,,26,0,,,,,
2-s2.0-85044646049,10.1016/j.buildenv.2018.02.001,S0360132318300672,,Propagation and entrainment of buoyancy-driven flows in a narrow horizontal space and implications for buoyant contaminant transport under natural ventilation,ar,Article,Du T.,,"Key Laboratory of the Three Gorges Reservoir Region's Eco-Environment, Ministry of Education;Chongqing University",Chongqing;Chongqing,China;China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,214-224,,,20,0,,,,,
2-s2.0-85044642234,10.1016/j.buildenv.2018.02.003,S0360132318300696,,Assessing visitors’ thermal comfort in historic museum buildings: Results from a Post-Occupancy Evaluation on a case study,ar,Article,Martinez-Molina A.,,Universitat Politècnica de València,Valencia,Spain,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,291-302,,,47,0,repositoryvor,Green,,,
2-s2.0-85044640359,10.1016/j.buildenv.2018.01.011,S0360132318300118,,Occupant satisfaction in Three-Star-certified office buildings based on comparative study using LEED and BREEAM,ar,Article,Liu Y.,,Tsinghua University,Beijing,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,1-10,,,65,0,,,,,
2-s2.0-85044639464,10.1016/j.buildenv.2018.01.044,S0360132318300623,,Comparative characteristics of relative pollution exposure caused by human surface chemical reaction under mixing and displacement ventilation,ar,Article,Wang J.,,Sichuan University,Chengdu,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,225-232,,,10,0,,,,,
2-s2.0-85044630647,10.1016/j.buildenv.2018.01.046,S0360132318300647,,Wind tunnel measurements of pollutant plume dispersion over hypothetical urban areas,ar,Article,Mo Z.,,The University of Hong Kong,Hong Kong,Hong Kong,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,357-366,,,31,0,,,,,
2-s2.0-85044626778,10.1016/j.buildenv.2018.01.045,S0360132318300635,,Mechanism and capability of ventilation openings for alleviating micro-pressure waves emitted from high-speed railway tunnels,ar,Article,Xiang X.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,245-254,,,49,0,,,,,
2-s2.0-85044625987,10.1016/j.buildenv.2018.01.043,S0360132318300611,,IoT-based occupancy detection system in indoor residential environments,re,Review,Jeon Y.,,Korea University,Seoul,South Korea,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,181-204,,,58,0,,,,,
2-s2.0-85044621805,10.1016/j.buildenv.2018.01.021,S0360132318300337,,The experimental study on indoor and outdoor penetration coefficient of atmospheric fine particles,ar,Article,Lv Y.,,Dalian University of Technology,Dalian,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,70-82,,,16,0,,,,,
2-s2.0-85044482245,10.1016/j.buildenv.2018.01.047,S0360132318300659,,New inflow boundary conditions for modeling twisted wind profiles in CFD simulation for evaluating the pedestrian-level wind field near an isolated building,ar,Article,Weerasuriya A.,,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,303-318,,,46,0,repositoryvor,Green,,,
2-s2.0-85044474498,10.1016/j.buildenv.2018.01.020,S0360132318300325,,A review of the environmental parameters necessary for an optimal sleep environment,re,Review,Caddick Z.A.,,San Jose State Research Foundation,,United States,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,11-20,,,114,0,,,,,
2-s2.0-85044461970,10.1016/j.buildenv.2018.01.048,S0360132318300660,,"Correlating daylight availability metric with lighting, heating and cooling energy consumptions",ar,Article,Chi D.A.,,Universidad de Sevilla,Sevilla,Spain,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,170-180,,,62,0,repositoryam,Green,,,
2-s2.0-85044450999,10.1016/j.buildenv.2018.01.018,S0360132318300246,,"Thermal perceptions, preferences and adaptive behaviours of occupants of nursing homes",ar,Article,Tartarini F.,,University of Wollongong,Wollongong,Australia,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,57-69,,,60,0,,,,,
2-s2.0-85044441537,10.1016/j.buildenv.2018.02.004,S0360132318300702,,A two-part model for evaluation of thermal neutrality for sleeping people,ar,Article,Lan L.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,319-326,,,56,0,,,,,
2-s2.0-85044438362,10.1016/j.buildenv.2018.01.036,S0360132318300489,,The influence of sleeping habits on cooling energy use in residential sector in Hong Kong,ar,Article,Bao Y.,,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,205-213,,,5,0,,,,,
2-s2.0-85044379355,10.1016/j.buildenv.2018.01.025,S0360132318300374,,Evaluation of a multi-nodal thermal regulation model for assessment of outdoor thermal comfort: Sensitivity to wind speed and solar radiation,ar,Article,Xie Y.,,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,45-56,,,76,0,repositoryam,Green,,,
2-s2.0-85044170060,10.1016/j.buildenv.2018.01.032,S0360132318300441,,Improving urban flow predictions through data assimilation,ar,Article,Sousa J.,,Stanford University,Stanford,United States,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,282-290,,,31,1,publisherhybridgold,Hybrid Gold,,,
2-s2.0-85044153246,10.1016/j.buildenv.2018.01.034,S0360132318300465,,Association between heating seasons and criteria air pollutants in three provincial capitals in northern China: Spatiotemporal variation and sources contribution,ar,Article,Wang L.,,Lanzhou University;Harbin Institute of Technology,Lanzhou;Harbin,China;China,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,233-244,,,23,0,,,,,
2-s2.0-85042938392,10.1016/j.buildenv.2018.01.026,S0360132318300386,,Reducing building life cycle carbon emissions through prefabrication: Evidence from and gaps in empirical studies,ar,Article,Teng Y.,,The University of Hong Kong,Hong Kong,Hong Kong,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,125-136,,,190,0,,,,,
2-s2.0-85042462764,10.1016/j.buildenv.2018.01.023,S0360132318300350,,Personal comfort models – A new paradigm in thermal comfort for occupant-centric environmental control,ar,Article,Kim J.,,"University of California, Berkeley",Berkeley,United States,,,,,2018-03-15,15 March 2018,Building and Environment,03601323,26874,,Journal,132,,,114-124,,,372,0,repositoryam,Green,,,
2-s2.0-85044680212,10.1016/j.buildenv.2018.01.002,S0360132318300027,,Dynamic experimental method for identification of hygric parameters of a hygroscopic material,ar,Article,Busser T.,,Université Grenoble Alpes,Saint Martin d'Heres,France,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,197-209,,,28,0,,,,,
2-s2.0-85044677475,10.1016/j.buildenv.2018.01.022,S0360132318300349,,Building community-driven vertical greening systems for people living on less than £1 a day: A case study in Nigeria,ar,Article,Akinwolemiwa O.H.,,Cardiff University,Cardiff,United Kingdom,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,277-287,,,19,1,repositoryam,Green,,,
2-s2.0-85044666006,10.1016/j.buildenv.2018.01.005,S0360132318300052,,Human metabolic rate and thermal comfort in buildings: The problem and challenge,re,Review,Luo M.,,"Xi'an University of Architecture and Technology;University of California, Berkeley",Xi'an;Berkeley,China;United States,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,44-52,,,158,0,repositoryam,Green,,,
2-s2.0-85044647792,10.1016/j.buildenv.2017.12.028,S0360132317305966,,Keeping your cool – A multi-stakeholder look at AC sizing,ar,Article,Amoroso B.,,Taitem Engineering,Ithaca,United States,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,306-329,,,4,0,,,,,
2-s2.0-85044639183,10.1016/j.buildenv.2017.12.034,S0360132317306029,,"Numerical simulation, PIV measurements and analysis of air movement influenced by nozzle jets and heat sources in underground generator hall",ar,Article,Li A.,,Xi'an University of Architecture and Technology,Xi'an,China,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,16-31,,,30,0,,,,,
2-s2.0-85044638708,10.1016/j.buildenv.2018.01.016,S0360132318300222,,A preliminary study on the performance of an awning system with a built-in light shelf,ar,Article,Lee H.,,Kookmin University,Seoul,South Korea,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,255-263,,,28,0,,,,,
2-s2.0-85044636168,10.1016/j.buildenv.2018.01.017,S0360132318300234,,Accurate assessment of exposure using tracer gas measurements,ar,Article,Kierat W.,,Silesian University of Technology,Gliwice,Poland,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,163-173,,,26,0,repositoryam,Green,,,
2-s2.0-85044630265,10.1016/j.buildenv.2018.01.007,S0360132318300076,,Subjective survey & simulation analysis of time-based visual comfort in daylit spaces,ar,Article,Bian Y.,,South China University of Technology,Guangzhou,China,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,63-73,,,19,0,,,,,
2-s2.0-85044623457,10.1016/j.buildenv.2018.01.004,S0360132318300040,,Rising damp in historical buildings: A Venetian perspective,ar,Article,Falchi L.,,Università Ca' Foscari Venezia,Venice,Italy,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,117-127,,,36,1,repositoryvor,Green,,,
2-s2.0-85044511004,10.1016/j.buildenv.2017.12.026,S0360132317305942,,An experimental study of the flow induced by the motion of a hinged door separating two rooms,ar,Article,Papakonstantis I.G.,,National Technical University of Athens (NTUA);The University of Sheffield,Athens;Sheffield,Greece;United Kingdom,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,220-230,,,13,0,repositoryam,Green,,,
2-s2.0-85044481245,10.1016/j.buildenv.2018.01.003,S0360132318300039,,Modeling the reduction of urban excess heat by green roofs with respect to different irrigation scenarios,ar,Article,Heusinger J.,,Technische Universität Braunschweig,Braunschweig,Germany,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,174-183,,,60,0,,,,,
2-s2.0-85044438588,10.1016/j.buildenv.2017.12.017,S0360132317305851,,The modelling gap: Quantifying the discrepancy in the representation of thermal mass in building simulation,ar,Article,Mantesi E.,,Loughborough University,Loughborough,United Kingdom,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,74-98,,,34,1,repositoryam,Green,,,
2-s2.0-85044391758,10.1016/j.buildenv.2017.12.035,S0360132317306030,,Thermal buoyancy driven canyon airflows inside the compact urban blocks saturated with very weak synoptic wind: Plume merging mechanism,ar,Article,Mei S.,,Wuhan University,Wuhan,China,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,32-43,,,33,0,,,,,
2-s2.0-85044386022,10.1016/j.buildenv.2018.01.001,S0360132318300015,,Contributions of indoor and outdoor sources to airborne polycyclic aromatic hydrocarbons indoors,ar,Article,Shi S.,,Nanjing University,Nanjing,China,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,154-162,,,14,0,,,,,
2-s2.0-85044385580,10.1016/j.buildenv.2018.01.008,S0360132318300088,,CFD simulations of near-field pollutant dispersion with different plume buoyancies,ar,Article,Tominaga Y.,,Niigata Institute of Technology,Kashiwazaki,Japan,,,,,2018-03-01,March 2018,Building and Environment,03601323,26874,,Journal,131,,,128-139,,,113,1,repositoryam,Green,,,
